Week,monkeypox,mpox,country
2022-11-06,34,0,Honduras
2022-11-13,0,0,Honduras
2022-11-20,0,0,Honduras
2022-11-27,0,0,Honduras
2022-12-04,0,23,Honduras
2022-12-11,0,0,Honduras
2022-12-18,26,0,Honduras
2022-12-25,39,0,Honduras
2023-01-01,0,45,Honduras
2023-01-08,0,48,Honduras
2023-01-15,0,0,Honduras
2023-01-22,0,0,Honduras
2023-01-29,34,0,Honduras
2023-02-05,0,0,Honduras
2023-02-12,91,0,Honduras
2023-02-19,0,0,Honduras
2023-02-26,0,0,Honduras
2023-03-05,0,0,Honduras
2023-03-12,0,0,Honduras
2023-03-19,32,38,Honduras
2023-03-26,0,0,Honduras
2023-04-02,0,0,Honduras
2023-04-09,36,20,Honduras
2023-04-16,0,0,Honduras
2023-04-23,0,21,Honduras
2023-04-30,0,0,Honduras
2023-05-07,0,0,Honduras
2023-05-14,0,19,Honduras
2023-05-21,0,0,Honduras
2023-05-28,35,0,Honduras
2023-06-04,0,20,Honduras
2023-06-11,0,0,Honduras
2023-06-18,0,0,Honduras
2023-06-25,0,0,Honduras
2023-07-02,24,0,Honduras
2023-07-09,0,0,Honduras
2023-07-16,0,0,Honduras
2023-07-23,0,0,Honduras
2023-07-30,0,0,Honduras
2023-08-06,0,0,Honduras
2023-08-13,47,0,Honduras
2023-08-20,29,0,Honduras
2023-08-27,53,0,Honduras
2023-09-03,31,0,Honduras
2023-09-10,24,0,Honduras
2023-09-17,53,0,Honduras
2023-09-24,0,0,Honduras
2023-10-01,0,100,Honduras
2023-10-08,0,0,Honduras
2023-10-15,0,0,Honduras
2023-10-22,0,0,Honduras
2023-10-29,0,0,Honduras
2023-11-05,0,0,Honduras
2023-11-12,0,0,Honduras
2023-11-19,0,0,Honduras
2023-11-26,0,61,Honduras
