Country Name,Country Code,Indicator Name,Indicator Code,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017,yr2018,yr2019,yr2020,yr2021,yr2022
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,7431.014045,7686.629222,7912.52054,7081.102336,7574.191264,8386.589202,9451.85087,9878.768872,10153.4766,12222.23565,13772.47679
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,25102.72635,25790.73031,25464.7601,22795.44886,22867.18112,24349.90987,25415.84662,25869.11291,23433.18724,26860.0725,30152.03468
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,28059.6554,27389.60197,28720.66219,29724.95334,29675.53589,30708.98702,31483.97884,32279.01136,23998.26802,28260.43255,31458.30081
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,4688.345902,5025.240652,5196.969426,4654.609552,4917.263698,5327.393184,6024.491546,6094.723214,6095.102479,7230.198163,7585.375002
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,6953.217307,7998.077953,8341.288104,5967.069185,5039.776032,5785.534975,6360.05206,6837.767232,6542.86454,7489.718947,7904.856243
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,5645.895822,5887.933435,6068.088609,6142.478833,6148.706961,6100.994681,6059.162553,6210.565543,5266.87616,6228.267309,6968.361585
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,98431.86518,99471.6389,98467.68399,102005.6256,106885.8785,111820.5815,113050.7369,116153.1661,107791.8864,111774.6691,118845.6211
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,2562.466784,2853.797162,3022.462884,2975.648811,3013.502707,3280.008214,3471.006951,3472.380831,3068.812555,3345.196588,3523.273733
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,12327.51556,12258.56485,12071.40465,8783.214413,8680.735421,9896.717511,9121.020092,8845.323931,6923.700197,7696.785531,8917.673898
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,16691.33264,16893.60627,16924.19034,16990.21947,17343.72544,17843.19793,18224.89059,19002.96238,16643.80658,17225.4623,20018.51515
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,46844.19672,43950.05706,41035.77314,30681.43744,26762.03743,28186.98339,31241.02397,30748.32019,27179.34442,31448.91361,37152.46624
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,2470.072136,2409.439989,2589.899141,2695.636904,2879.546572,3240.706326,3210.707814,3303.962309,3009.925516,3266.362774,
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,6392.987347,6436.603063,6844.032996,5869.737772,6411.551666,6705.341062,6947.817841,6691.161051,5875.070606,7238.796096,7737.654681
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,525.8675036,352.226855,394.8569331,351.8797548,372.1354561,414.7403226,435.9322963,426.408753,435.4692482,461.1375109,427.0580963
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,52669.08996,52635.17496,50955.99832,43596.13554,42315.60371,45129.4293,46547.79518,46374.15275,43349.67786,52358.62164,54966.48884
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,13074.23824,13665.7266,14141.10062,12525.6327,12782.22224,14222.45429,16077.02395,16349.00536,16298.26706,18790.41816,19337.88903
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,85836.20768,87304.33058,88724.99094,83806.4476,82153.07454,82254.37693,85216.64295,84121.93103,85656.32267,91991.60046,92101.46974
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,58093.99606,57683.8939,62316.21995,61281.32722,57339.52687,67960.727,
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,15406.49284,15833.27592,14666.34312,13569.94813,13785.6876,15045.52785,15795.70814,14627.14502,13165.38634,16247.40102,15355.5065
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,6300.582352,7020.385682,7636.074223,8016.446016,8094.390375,8817.045496,9905.406118,10143.86021,10408.71912,12617.50499,12720.21564
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,1649.301615,1903.054229,2124.01943,1941.581898,1999.195372,2113.341525,2295.540335,2290.787379,2349.069882,2613.378893,2486.412194
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1433.723927,1559.13905,1631.713986,1399.675336,1426.065481,1479.862223,1594.060109,1538.687912,1539.130547,1666.932809,1588.478723
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,412.7762607,444.8643574,472.266236,482.0645685,456.0279505,451.0890886,546.2125933,575.8827813,524.6666863,577.2092152,586.4642889
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,3753.860925,3719.651037,3622.530074,2347.818507,1970.250199,2088.500299,2512.384167,2288.808086,1838.448124,2290.382994,2447.988989
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,8096.80151,8263.641929,8167.472842,6228.651622,5936.261022,6449.970987,6782.03792,6436.509215,5304.289129,6182.707099,6630.282726
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,1483.951559,1595.989819,1608.687875,1322.936775,1357.266229,1414.586689,1531.337811,1510.797323,1519.58678,1577.470841,1484.892465
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,3583.461717,3757.659953,3739.278279,3169.078915,3312.696757,3534.343583,3860.454811,3928.309096,3223.735602,3557.837775,3902.589049
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,9971.651656,10633.26656,10737.67888,11529.95517,11899.81398,12118.13362,12383.14995,12669.34116,12179.25667,12537.25675,13198.82172
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,10416.84121,10542.07521,10711.77866,10447.67995,9769.469641,10061.08661,10339.10078,10409.71638,8864.60437,10114.14684,12382.37538
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,6467.337914,6814.243844,7117.52691,7683.757891,8055.889907,8543.360968,8831.907222,9139.415856,9499.590202,,
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,19886.67837,19762.73962,19552.66055,19260.26985,18881.83062,18788.80728,18956.09797,19024.17715,16109.86175,17717.59648,
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,75466.13587,75685.35837,76610.64797,77295.84566,78858.27966,81255.11227,85231.77515,89846.3211,83897.50521,88475.60088,
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,28991.92969,27797.45313,27244.34375,23487.21875,24715.14258,26697.00586,29419.88672,29417.92188,28035.98438,31552.03516,31283.50586
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,19870.80121,20133.16914,19890.91991,17829.69832,18575.23203,20636.19995,23424.48046,23664.84786,22992.87938,26822.51419,27638.37328
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,43855.85447,46298.92292,48023.86998,41103.25644,42136.12079,44652.58917,47939.27829,46793.68676,46772.82535,51203.55447,48432.45587
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,1418.460858,2102.197948,2239.114538,2409.311902,2545.738799,2655.73322,2755.838293,2876.043664,2917.996281,3050.306282,3136.11296
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,7054.875977,7240.679119,7498.917522,7724.042411,8223.04145,7408.091301,7833.195013,8561.587011,7003.469891,7668.158132,8414.536593
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,58507.50805,61191.1937,62548.98473,53254.85637,54663.99837,57610.09818,61591.92887,59592.98069,60915.4244,68007.75667,66983.132
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,6049.471611,6171.295064,6533.670968,6838.936735,7191.069713,7513.497951,7947.159354,8173.344646,7167.914932,8476.749688,10120.55116
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,5610.733306,5519.777576,5516.229463,4197.419971,3967.20066,4134.936099,4171.795309,4021.983608,3354.157303,3700.311195,4273.922183
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,5375.84283,5882.142195,6291.283382,6501.712686,6591.136406,7149.121268,7944.471368,8169.008923,8262.89755,9812.145975,9952.188121
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3348.112789,3347.113999,3414.437827,3204.508591,3264.725075,3485.109554,3480.280784,3506.634175,3232.24714,3714.713915,4069.176012
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,9435.97324,9468.444029,9694.447645,9586.891992,9855.059823,10452.73707,11311.76908,11480.70382,11482.8805,13119.40565,12906.69401
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,10208.41973,10750.56158,9890.316591,7459.081845,7044.68473,7865.227451,7995.718829,8128.395055,7462.097631,8919.908636,10376.78025
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,25093.6904,26090.30283,26321.08796,22560.0453,22380.61799,23644.78073,25244.03379,24870.57647,23995.15,27239.94011,27363.87464
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,5678.455721,6050.354611,6374.631486,6130.586676,6079.088736,6246.404252,6321.349401,6233.258167,5645.19929,5965.132871,6391.282484
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,3059.135428,3088.890834,3196.861381,3370.382447,3331.612461,2439.967284,2531.200079,3017.258336,3571.556907,3886.722498,4295.407496
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,37594.91772,39119.9712,39913.12126,34388.81037,35164.06478,37157.1126,40045.56619,39183.10234,38161.66594,42472.33269,40755.04738
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,28322.94659,29077.18206,29513.65118,25754.36103,26537.15949,28185.32137,30379.72111,29581.51855,26959.67544,30103.51373,29350.16852
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,17403.20533,19056.00192,20261.06673,17402.03761,18295.34293,20437.76538,23165.84948,23424.48471,23595.24368,27943.70122,28332.62909
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,458.5509208,490.7924741,557.5341484,630.3126271,705.6175123,755.7526451,758.2976902,840.4496034,918.6525941,925.0006972,1027.585918
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,33170.15826,34564.92795,35280.74883,30485.75829,31175.21585,33088.67455,35749.08806,35077.72858,34332.64496,38436.14921,37149.60859
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,2307.314323,2337.847885,2423.574696,1892.961234,1735.356248,1795.603163,1847.173534,1906.887216,1697.422054,1780.261392,1857.0116
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,47708.06128,49892.22336,50327.24029,42801.90812,43814.02651,46412.13648,49987.62616,48629.85823,49169.71934,53489.75202,50536.62447
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,4359.792845,4586.956165,5305.0634,5105.190039,5368.433659,5825.198813,6073.395195,5968.319557,4864.106008,4646.537921,5316.658385
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,40870.85236,42602.71797,43068.54872,36652.92231,37062.53357,38781.04949,41557.85486,40494.89829,39055.28293,43658.97898,40963.83734
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,50157.0628,55560.13613,60126.12921,52726.6887,56833.91437,59328.23348,62576.80375,63382.75314,61979.79544,69010.1662,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3023.585446,2920.700863,2928.448782,2891.322103,3022.653627,3320.354976,3623.329337,3699.081514,3639.412699,3571.336769,3741.057769
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,9348.514868,9250.081117,9255.368037,7090.454634,6722.198222,6975.695197,7694.906045,7523.862278,6680.08267,8635.797144,8820.347338
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,42485.58607,43449.09172,47447.58893,45071.07432,41146.07736,40622.68939,43306.3083,42747.08046,40318.41692,46585.89756,45850.42612
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,4421.929819,4623.884714,4739.277808,4014.112241,4062.126978,4356.928595,4722.042423,4696.150586,4255.742993,5023.274384,6627.70698
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,1536.619916,2282.407501,1942.921869,1711.271471,1900.397836,1998.722666,2180.029684,2167.92544,2176.576218,2410.877309,2175.85977
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,707.9676782,757.6922725,774.5690396,756.4255898,720.4732552,843.4642792,944.4172686,1043.899886,1073.659339,1189.175999,1531.656475
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,686.5575601,647.3855375,561.6496393,611.6712178,640.6762701,632.0010179,683.3246379,722.875351,704.0304578,772.1514524,840.0101934
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,598.5726262,616.1599287,605.1225465,585.9570126,642.6663901,718.2457378,781.6443676,730.6114323,710.258133,795.118605,775.8289657
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,18756.42501,17644.59431,16804.92493,9788.983804,8035.307666,8410.39798,8719.18687,7317.390024,6327.598962,7506.667861,7053.467085
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,21912.99829,21787.78776,21616.71001,18083.87791,17923.96681,18582.08934,19756.99046,19144.28439,17658.9473,20192.5963,20732.05222
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,6900.765076,7205.254765,7726.378262,8379.621847,8849.513535,9309.261296,9574.310271,9887.920742,8437.536782,9010.5128,10016.20869
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,45936.95995,47535.49104,50485.22741,44536.35609,48181.87419,50765.69565,54545.29998,53309.57927,54693.51141,57116.41387,
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,3355.034599,3522.767541,3779.626042,3994.629085,4173.281303,4454.024661,4485.752384,4647.80734,4609.897258,5029.477338,5473.208741
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,31642.14626,32318.8909,33483.94144,34522.37793,35052.80791,35663.02504,35902.7259,37752.63308,34780.86166,35904.86355,
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,5461.390076,5576.250215,5495.377084,5668.429765,5905.380196,6220.978568,6094.909837,6477.296726,6863.074346,9998.544311,18989.7902
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,41480.20277,41752.80006,42410.74826,39815.14025,40436.36194,42079.91794,44530.38006,44727.7346,43437.89431,48351.07207,49430.32936
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,36730.79777,38403.77771,40315.37222,42432.16197,43734.19807,46160.42979,48537.56689,48359.00325,46109.22999,49764.79312,48983.6238
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,2107.345481,2064.550519,2164.424516,2257.225284,2295.536231,2403.306094,2457.686012,2519.366193,2354.12148,2771.722616,3040.17308
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,912.7737784,986.9314556,1018.505993,961.0591229,978.1097913,1051.2207,973.0335414,980.4439366,964.9163762,1043.67963,1097.051659
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,13410.82081,13949.12177,13970.98323,12071.09096,12550.70886,13562.14405,15003.14068,15086.21174,14236.53525,17747.78929,18413.23468
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1356.172777,1452.313548,1454.649175,1405.714786,1313.186095,1389.358623,1489.578406,1345.475055,1283.141228,1823.742224,1748.257132
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,12984.83657,13715.07036,14294.25842,12717.0386,13104.69955,14621.2396,16425.20503,16786.21364,16125.60941,18772.14111,18463.20852
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,5583.262876,5827.251601,5959.81193,5524.939798,5513.372018,6033.405894,6363.722854,6450.760199,6170.422732,7275.454626,7658.320887
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,4518.830469,4713.754263,4823.227179,4473.545245,4455.013341,4839.281743,5076.884407,5131.966716,4895.974989,5712.35779,5988.572797
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,1267.391891,1348.338145,1423.486805,1361.632773,1358.886329,1390.170316,1410.16581,1427.769012,1371.129176,1461.61016,1528.972799
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,1833.522756,1954.033184,2083.535952,1930.750224,1818.752493,1751.916646,1875.798613,1874.584627,1720.741224,1842.031993,1930.612819
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,3668.212084,3602.885517,3476.624854,3322.581679,3558.818852,3839.785075,3902.661675,4151.227555,3895.618152,4334.215983,4787.999308
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,981.987505,1043.138599,1091.213992,1075.731885,1128.680345,1209.699967,1178.524433,1206.137997,1198.151155,1273.743881,1330.854544
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,79326.383,83204.74717,91881.12836,84753.45673,82041.62105,83510.30375,89425.89139,87152.45302,79530.60548,,
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,1434.017978,1438.056995,1559.863772,1590.174322,1714.279541,1957.969814,1974.37773,2050.16379,1913.219721,2238.127139,2388.621198
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,49054.69743,51546.35476,55643.05943,62053.98444,62895.91112,69970.94891,79250.38785,80927.07467,85420.19086,100172.0793,104038.9461
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,8329.002067,6280.681868,5757.543333,4990.936795,5497.243233,5758.590728,3829.829855,3276.753265,2746.419483,4084.200305,4387.825715
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,6437.503076,6612.902252,6215.986033,4416.942923,4305.202702,4725.193573,5601.467061,5621.181695,4251.337253,4770.835343,5937.195466
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,45995.54788,49804.983,54576.74481,52951.68151,61987.92636,72010.14903,74452.18907,68403.14481,58813.79698,68594.0081,72902.97995
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,33156.22832,36941.84236,38259.6811,36206.52222,37690.47395,41114.78171,42406.84543,44452.23256,44846.7916,52166.81216,54659.75396
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,35051.52127,35560.08141,35565.72138,30242.38614,30960.73151,32406.72032,34622.16967,33673.75096,31918.69349,35770.04961,34157.99012
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,5365.242149,5143.722172,4991.564267,5077.551636,5022.703328,5273.148923,5594.493107,5626.170403,4897.26477,5183.5811,6047.216464
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,4386.461819,4477.618321,4255.894302,4064.25301,4003.404746,4073.116403,4146.407311,4159.671408,3987.650174,4046.931467,4204.50564
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,49145.28043,40898.6479,38475.39525,34960.63938,39375.47316,38834.05293,39751.1331,40415.95676,39986.92863,39827.12677,33815.31727
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,12386.69927,13890.634,12807.26307,10510.77031,7714.841844,9247.580687,9812.625422,9812.595536,9121.636402,10373.78979,11243.67123
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1289.780795,1376.829206,1489.919724,1496.653568,1562.076611,1675.98843,1845.783413,1970.080063,1936.250752,2069.661137,2099.301938
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1177.975258,1282.438247,1279.770777,1121.082691,1120.667061,1242.770223,1308.139779,1374.031136,1182.521506,1306.177992,1606.668075
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,950.4825446,1015.220881,1098.074538,1170.742816,1281.105971,1400.899265,1533.315985,1671.3854,1577.91174,1625.235022,1786.560819
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,1698.91907,1628.642442,1546.881359,1459.143695,1506.23103,1566.447044,1607.22965,1410.01509,1403.993738,1766.143945,1701.970123
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,17293.80605,18315.91468,19945.39267,20025.88485,21095.25404,22160.60363,22548.15063,23219.40905,18566.01785,18082.68799,20176.74758
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,25466.76052,27182.73431,29249.57522,28732.23108,29288.87044,31616.8434,33436.92306,31902.4169,31721.29802,34997.78164,32254.62472
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,51271.14865,47762.72232,43239.81365,29315.19607,27026.6482,29258.28964,32012.1352,30666.22066,24297.70114,32186.76541,43233.48909
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,9692.404612,9840.598597,9781.723747,8226.892485,7912.279086,8732.615386,8387.849056,8184.424574,6837.630412,7804.448212,8884.682735
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,1566.009745,1815.440238,1984.50867,2125.459057,2309.049076,2439.463355,2553.361866,2598.505523,2593.355097,2535.623434,2088.377182
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,8500.180563,8255.209211,7665.379692,7802.751368,8172.299476,8679.897422,9225.845155,8925.42186,5599.957523,4136.146575,
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,644.4555767,717.6357533,713.7348824,699.6629469,722.1312268,706.892692,700.0370394,665.8784476,597.5296919,675.6631858,754.5328769
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,15765.41979,12589.52971,9408.752546,7867.515731,7945.00605,10529.11627,11838.29871,10542.42902,7034.658365,5908.951323,6716.095985
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,9231.661827,9542.713574,10007.18689,10290.35048,10574.3026,11270.4329,11563.87207,11726.67715,8458.075063,9414.137741,11481.49672
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,10221.92606,10363.64387,10458.75905,8652.439965,8363.884187,9202.644828,8920.943817,8713.543646,7344.060922,8413.260117,9474.467688
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,950.8895163,1011.223772,1060.760412,1003.222655,1016.080926,1104.794664,1063.20913,1089.871778,1082.600221,1151.781836,1259.1412
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,756.6619014,752.721539,790.0805138,772.240785,743.6036685,800.5564092,659.1197838,681.7468579,653.673818,682.7826691,741.2443633
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,149461.7089,173659.4965,179467.5069,167809.2127,165845.9288,170875.7399,175286.6193,167259.1603,165284.4971,184083.3214,
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,3351.892489,3643.832449,3885.62361,3990.353123,4107.829762,4388.201908,4360.584742,4082.694048,3852.389968,3994.246958,3354.383408
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,1971.997157,1982.570293,2052.757262,1969.272102,2035.511341,2156.091532,2178.182325,2235.391816,2123.382318,2404.551794,2542.199938
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,4340.914714,4534.20504,4626.717722,4329.83603,4312.051252,4680.47789,4900.346408,4957.610752,4729.766987,5520.31845,5793.343949
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,1205.860003,1141.361038,1165.050705,1113.868632,986.2652568,1062.712399,1162.978792,1094.499438,939.5042491,1040.308623,1107.395298
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,7991.706227,8544.867854,8812.35816,8213.692387,8182.503779,9021.942413,9839.70401,9979.374237,9720.85845,11554.28688,12074.47702
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,14367.70942,15729.65247,16551.0182,14263.96458,15008.31324,16885.40739,19186.35959,19598.40087,20363.92441,23712.53578,24826.79104
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,112584.6763,120000.1407,123678.7021,105462.0126,106899.2935,110193.2138,116786.5117,112621.8213,117370.4969,133590.147,126426.0899
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,13847.33794,15007.49186,15742.39134,13786.4568,14331.75159,15695.11515,17865.03109,17945.22222,18207.13964,21080.17745,21851.1052
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,74111.60582,86853.47342,90873.60249,73220.63173,71919.05267,78985.63229,84923.30876,83183.47239,37646.49565,43873.41716,31617.5019
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,,,21920.01805,,,,,,,,
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3164.004639,3377.643555,3430.534668,3139.228271,3132.952148,3288.502686,3492.672363,3498.58252,3258.10498,3795.386963,3527.941895
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,165497.0722,185055.4874,195772.673,170338.6004,174606.4938,173611.7843,194287.0933,199382.7812,182537.3046,234317.0848,
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,3044.808479,3321.043917,3289.167846,2749.913038,2847.635069,3454.95469,4156.9575,4404.950422,4376.242493,5235.636044,5562.613625
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,504.1737378,526.6880197,517.1361832,455.6380345,464.6161584,503.4980587,512.5439915,512.2796656,462.4042288,503.3520811,505.0355276
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,7447.415454,8222.558022,8872.128664,9434.31191,9640.319191,10063.00371,10823.61048,11118.52623,7282.372916,10366.25678,11817.52393
Middle East & North Africa,MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,8794.730605,8471.774776,8345.566715,7217.651557,7158.049311,7337.224176,7561.201139,7444.621285,6579.370987,7694.855169,8949.396779
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,10376.0905,10865.68729,11076.13411,9753.400562,8875.082069,9434.378179,9857.007487,10145.15263,8654.997325,10045.67637,11091.30543
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3445.315403,3611.699642,3672.680934,3703.649059,4153.117176,4507.622862,4769.190459,5188.971114,5567.972727,6172.145065,6727.799562
